,0
0,39638.517997377705
1,40716.26323682258
2,29721.773296971794
3,12354.645918774211
4,-7295.3564069003205
5,-26710.958087003422
6,-43645.60526817553
7,-55243.84709470403
8,-56853.6820336675
9,-29299.834573718763
10,22541.362858252167
11,11.558201621363736
12,6.440870424668628
13,-0.030381704975275717
14,-6.519485989481436
15,-12.546121556705408
16,-17.711562561816656
17,-21.6347609841556
18,-24.671432686457205
19,-20390.816391388955
20,26625.17790661877
21,13.653587022138856
22,4.100235588951611
23,-4.80914207324361
24,-12.82679228478203
25,-19.87264888692151
26,-25.807738596813127
27,-30.251087793153026
28,-32.55459829723587
29,-25186.95049355498
30,33683.31551027679
31,14.84001612692188
32,1.1156795298327014
33,-10.479622024321168
34,-20.105885938217007
35,-28.309934954397846
36,-35.39565818937861
37,-41.00734611315151
38,-43.93730293575544
39,-34487.77337986145
40,44672.12131222679
41,14.862960737515685
42,-3.997910104578539
43,-18.119128225015025
44,-28.807181446606837
45,-37.865530806825134
46,-46.45759791657218
47,-54.4453443044671
48,-59.876077499697296
49,-49354.60937930757
50,61180.329112071864
51,11.317939801524904
52,-13.851145835282617
53,-29.1917761489553
54,-39.13816228059721
55,-47.88738130347605
56,-58.1238018587129
57,-70.44030115700318
58,-82.03570547346379
59,-74243.25387217608
60,85259.32199364729
61,-2.470613570177336
62,-33.5327389958453
63,-45.65861206080701
64,-50.66629990614442
65,-56.42201090640702
66,-67.70979838273128
67,-87.15599196802442
68,-112.7916840525189
69,-119639.04876271647
70,115830.3129589531
71,-43.56798148979777
72,-72.15007777972987
73,-69.24353970410702
74,-61.44646722598361
75,-59.42465324115718
76,-69.13731120051035
77,-97.68088282458707
78,-154.54048098886992
79,-222478.94702661867
80,107203.95710756388
81,-153.66959783674739
82,-142.25514563661343
83,-97.71913779604343
84,-66.45160219578088
85,-50.69322452910834
86,-51.7349416466897
87,-79.89237273415047
88,-195.30620104136426
89,-638954.7800843011
90,2456967.633591829
91,3899964.304276785
92,4563678.613580086
93,4897122.484256399
94,5070371.647237769
95,5156302.499877346
96,5173787.024699473
97,5089909.127240848
98,4769185.6248061275
99,3731219.0319538647
