,0,1
0,6.671761430505031e-09,8.586171828715595e-09
1,1.2895358883329373e-08,1.9194484646706884e-08
2,1.5620058335959914e-08,2.5137209183939808e-08
3,1.593743880698419e-08,2.8433769649047563e-08
4,1.4378906032194926e-08,2.917090984250105e-08
5,1.1328456736928731e-08,2.7347926597637705e-08
6,7.242522886665356e-09,2.3079607358194625e-08
7,2.8178582059175486e-09,1.664231146297197e-08
8,-7.855317138599472e-10,8.570698883496816e-09
9,-1.4646031171263067e-09,4.692654306290178e-10
10,1.2124715684132394e-08,2.1420237517311746e-08
11,2.6745664912226852e-08,4.0249769114245265e-08
12,3.798459881290438e-08,5.4824081016422153e-08
13,4.4979108410562306e-08,6.414327446229632e-08
14,4.7360552723395875e-08,6.769167439652788e-08
15,4.510712482180773e-08,6.526334967116302e-08
16,3.856924946937839e-08,5.694599258218419e-08
17,2.8533022462016813e-08,4.316702287915064e-08
18,1.6237351057835394e-08,2.4787128647747505e-08
19,3.0971827179545804e-09,3.10226574413553e-09
20,1.8672153353624962e-08,3.4828138108282446e-08
21,4.397360545276694e-08,6.555076411917848e-08
22,6.459112223741884e-08,8.97568001424353e-08
23,7.863385329786145e-08,1.0561569746123878e-07
24,8.497953968624177e-08,1.1218334111616661e-07
25,8.317499128823366e-08,1.0906443833094999e-07
26,7.340103529378355e-08,9.627333882602514e-08
27,5.651582475873957e-08,7.429492265537774e-08
28,3.411407396468108e-08,4.4313911513034155e-08
29,8.440053888737314e-09,8.488556933537158e-09
30,2.718132909897473e-08,5.153257826636676e-08
31,6.588030684191678e-08,9.735587980196039e-08
32,9.777087604917565e-08,1.3302445869600102e-07
33,1.1998746247894756e-07,1.5636867017813988e-07
34,1.307536181458243e-07,1.6635312608992093e-07
35,1.292197910130326e-07,1.6253207307476926e-07
36,1.1535384950315211e-07,1.4478551262038087e-07
37,9.00266242290815e-08,1.134264273410688e-07
38,5.527539544388533e-08,6.968973682241746e-08
39,1.4532266472534687e-08,1.649812793960661e-08
40,3.859854059770615e-08,7.45355501180186e-08
41,9.458979278134977e-08,1.3929868159464232e-07
42,1.4062418747022824e-07,1.8860013191969573e-07
43,1.7279546953456576e-07,2.2046708546927756e-07
44,1.8883529290322158e-07,2.3431688432102032e-07
45,1.8760742627413287e-07,2.2991689679083835e-07
46,1.687813526920448e-07,2.069055470679641e-07
47,1.32976958125462e-07,1.6493510332193265e-07
48,8.244525789708091e-08,1.0452489572635884e-07
49,2.2011447972866155e-08,2.86824802892792e-08
50,5.43021787030868e-08,1.0831719919305605e-07
51,1.3325050341859252e-07,1.9667951024142846e-07
52,1.9734212305323186e-07,2.6158843974317406e-07
53,2.417417957764188e-07,3.0256399582486484e-07
54,2.641955666648114e-07,3.20515345902326e-07
55,2.6360760874361284e-07,3.159016593050138e-07
56,2.3920477180252536e-07,2.8797726037026534e-07
57,1.9067521842884018e-07,2.3488104637007196e-07
58,1.1953990803687188e-07,1.547960798813798e-07
59,3.177577189227607e-08,4.889526913394217e-08
60,7.64874737341486e-08,1.6065644904932164e-07
61,1.867636291493416e-07,2.7748042080007144e-07
62,2.737572491694126e-07,3.5848133893694327e-07
63,3.32645078151007e-07,4.076617318470335e-07
64,3.6261239101068467e-07,4.2926013072990016e-07
65,3.634408061412946e-07,4.2518225724442886e-07
66,3.337769208566602e-07,3.942097123964555e-07
67,2.7100591486787747e-07,3.3180978643852793e-07
68,1.7329445552129256e-07,2.3088510278752848e-07
69,4.5449845768537656e-08,8.57856549926401e-08
70,1.0907375690552808e-07,2.460560643283465e-07
71,2.63560223422388e-07,3.940569219758467e-07
72,3.78290864925902e-07,4.871581772487089e-07
73,4.524861679310218e-07,5.403140956520262e-07
74,4.901873009677871e-07,5.636596745076923e-07
75,4.937876720390104e-07,5.613392320773523e-07
76,4.614818346476514e-07,5.318534877009784e-07
77,3.8631007514921754e-07,4.672510408393379e-07
78,2.572248749067022e-07,3.511459329342306e-07
79,6.74949098741495e-08,1.5941597487178753e-07
80,1.6143986645700142e-07,3.925094253991925e-07
81,3.8012914343656154e-07,5.654653411809013e-07
82,5.233871453437889e-07,6.557376191083474e-07
83,6.08847651996091e-07,7.02748813920823e-07
84,6.518862432961063e-07,7.237035600877376e-07
85,6.600632509490762e-07,7.246407792037212e-07
86,6.320788545668168e-07,7.045913483993617e-07
87,5.555646729747915e-07,6.541709527963252e-07
88,4.018585946098926e-07,5.470154854924455e-07
89,1.1906761609979838e-07,3.1862439946989857e-07
90,2.7737544170321124e-07,6.549444471507717e-07
91,5.721875447632158e-07,8.194674857701825e-07
92,7.263348016793688e-07,8.67539465760726e-07
93,8.076680608795788e-07,8.912198198022796e-07
94,8.484719342311983e-07,9.037484830205775e-07
95,8.625194297337277e-07,9.089086488041692e-07
96,8.512252507881462e-07,9.076704969574663e-07
97,8.020414257350227e-07,8.977809106571031e-07
98,6.756511917424206e-07,8.64055534598298e-07
99,3.6800209795526396e-07,6.865766885104678e-07
