,0
0,10821924.92677665
1,5591689.408549868
2,5467736.166510651
3,5365542.5681364825
4,5286965.663852718
5,5217950.78669801
6,5143603.191260955
7,5049971.225882816
8,4938953.887810585
9,10287768.845361633
10,5100270.7049071295
11,-133.70774427372356
12,-0.6026629194889199
13,10.426317797579554
14,4.70659348068054
15,-3.2939385567278707
16,-9.081729337026276
17,1.7843884340178724
18,134.83878848079166
19,5461608.848480379
20,5216733.487074415
21,-72.3948732864766
22,-26.255858616927707
23,-6.980816376833016
24,-0.7468992527981086
25,2.0424030252247944
26,8.22500614203939
27,27.402592066105505
28,73.43770086219185
29,5343636.160526369
30,5242804.009974072
31,-42.99393186635582
32,-25.045651758743556
33,-11.34704055639815
34,-2.7558339431565693
35,3.985501172847145
36,12.536978026206558
37,26.163858978925063
38,44.02668480603632
39,5317173.99735452
40,5254532.0478070965
41,-28.016844524660474
42,-19.58548057332768
43,-10.605834047040604
44,-2.9149023709733397
45,4.118462452254101
46,11.77351856209744
47,20.688878011961837
48,29.042028092056512
49,5305248.5186981065
50,5261801.983041572
51,-19.525492960246744
52,-14.673522477518695
53,-8.57588514952864
54,-2.4163990137173705
55,3.629726962092323
56,9.749727491446507
57,15.776036367679874
58,20.54155905446468
59,5297975.070641284
60,5266832.428028242
61,-14.32732964326857
62,-11.007224199338168
63,-6.60777572149527
64,-1.8045326433151176
65,3.0671135067526323
66,7.819618083541633
67,12.12397354824534
68,15.32623656613857
69,5293132.222483014
70,5270418.356017416
71,-11.029426706792709
72,-8.420277431306348
73,-5.043460990151651
74,-1.261068809198958
75,2.623640615874
76,6.337656899678106
77,9.574005749794535
78,11.990011383591389
79,5289914.758357709
80,5272968.161636704
81,-8.829463271200774
82,-6.601029280212078
83,-3.884723774799984
84,-0.8199218280060394
85,2.350860597575142
86,5.333368018250566
87,7.844425876529518
88,9.771388503919004
89,5288599.31571376
90,10543610.821407255
91,5242757.848166495
92,5237971.771469881
93,5240216.352388619
94,5247148.654759089
95,5257038.2610650305
96,5268382.985391114
97,5279539.264341315
98,5288132.96388605
99,10566402.033123525
