,0
0,1.0397671285406302e-06
1,1.3662620096519044e-06
2,1.4297548018778943e-06
3,1.4506297047969154e-06
4,1.4585091251705506e-06
5,1.4586845842849835e-06
6,1.451138432052948e-06
7,1.4305339509259584e-06
8,1.3671681677702844e-06
9,1.0400187984802698e-06
10,1.0452307120785384e-06
11,1.2111045491838235e-06
12,1.2959163796846967e-06
13,1.3366381148388604e-06
14,1.3533973517332792e-06
15,1.3534761714499895e-06
16,1.3368382236134671e-06
17,1.2961110964431443e-06
18,1.2110103976219954e-06
19,1.0442306316190226e-06
20,1.0372007082347243e-06
21,1.1369508380444168e-06
22,1.2061328145109817e-06
23,1.2465884498282483e-06
24,1.2649512506636924e-06
25,1.2649698188394378e-06
26,1.2466067345889697e-06
27,1.206026747214107e-06
28,1.136473569562436e-06
29,1.0359300266265138e-06
30,1.0270359822139895e-06
31,1.0933462213940732e-06
32,1.1450544371529647e-06
33,1.1786141809148233e-06
34,1.194834462260252e-06
35,1.1948302229111323e-06
36,1.1785747813231811e-06
37,1.1448945442604687e-06
38,1.092908185019543e-06
39,1.0260784362433895e-06
40,1.0180329885481301e-06
41,1.0643347012847171e-06
42,1.1021116506316974e-06
43,1.1279662678063074e-06
44,1.14092959369757e-06
45,1.1409292411163877e-06
46,1.1279545540256763e-06
47,1.1020556396100811e-06
48,1.0641773330095214e-06
49,1.0176941036043744e-06
50,1.0109682159110724e-06
51,1.0438426169289837e-06
52,1.0710828579011223e-06
53,1.0902001398628957e-06
54,1.0999786149382205e-06
55,1.0999928075503223e-06
56,1.0902490553028633e-06
57,1.0711878015870261e-06
58,1.0440460949891174e-06
59,1.0113409142567775e-06
60,1.005845197916213e-06
61,1.0289811130101744e-06
62,1.04817138549253e-06
63,1.061766027954101e-06
64,1.06878465721431e-06
65,1.0688070492408224e-06
66,1.061854244351451e-06
67,1.0483947455789895e-06
68,1.0294747186645302e-06
69,1.006831823858042e-06
70,1.0024890125128502e-06
71,1.0180627832221958e-06
72,1.0308516971912066e-06
73,1.0399031720603529e-06
74,1.0445817401296655e-06
75,1.0445912708335052e-06
76,1.039961311701822e-06
77,1.0310582859356438e-06
78,1.0186236498520065e-06
79,1.003777504290521e-06
80,1.0007450796225836e-06
81,1.0099277257706259e-06
82,1.0172669286947077e-06
83,1.0224100275781296e-06
84,1.0250443096565626e-06
85,1.0250113959813682e-06
86,1.0223381458457475e-06
87,1.0172507563321789e-06
88,1.0101823200716991e-06
89,1.0017455491063285e-06
90,1.0005951199774309e-06
91,1.003635388774499e-06
92,1.0058768127672767e-06
93,1.0074237455854873e-06
94,1.0081718501827674e-06
95,1.0080695800747965e-06
96,1.0071270021428726e-06
97,1.005422554427138e-06
98,1.0031083068996918e-06
99,1.0003367972226963e-06
