,0
0,10638964.529537823
1,5248201.320007294
2,5249604.043028864
3,5261696.233988239
4,5274535.111381076
5,5288159.897832174
6,5303654.762980642
7,5318838.396859136
8,5319484.649498237
9,10466774.145075176
10,5271588.316406593
11,34974.29205836868
12,15702.833410166204
13,7684.252025456633
14,4378.466640462168
15,1788.2007799949497
16,-3020.0575774204917
17,-12934.74128530221
18,-29909.30722686369
19,5285934.654042035
20,5274426.4963209815
21,11194.767350962851
22,9123.650769176427
23,5794.85556594329
24,3350.077264602296
25,961.4783899867907
26,-2403.478888454847
27,-7098.019085902255
28,-10112.434982118197
29,5281844.294583028
30,5274986.583168297
31,4184.844601534773
32,4845.17742633028
33,3865.6428435728885
34,2471.782834006939
35,827.0982890720479
36,-1199.0980604612269
37,-3330.769068464171
38,-4205.032433986198
39,5281246.328273105
40,5275590.174130618
41,2000.7472687745467
42,2810.5708421347663
43,2601.8301732423715
44,1915.2561234179884
45,981.5848375195637
46,-106.79430991783738
47,-1167.6226332550868
48,-1771.9804086117074
49,5280525.509927696
50,5275982.937692406
51,1387.2134569701739
52,1909.3282549367286
53,1908.1556108049117
54,1635.915986125823
55,1269.6276010060683
56,900.613691591192
57,496.11440381780267
58,-183.01854168111458
59,5279701.923309108
60,5276187.28612494
61,1328.2043357351795
62,1526.2880887216888
63,1517.0704189790413
64,1476.7581741698086
65,1590.3633705861866
66,2011.2669974700548
67,2577.831773933023
68,2188.55706405174
69,5278818.423207806
70,5276411.555528858
71,1641.0441093333066
72,1371.9859906681813
73,1180.1322355326265
74,1206.7067748727277
75,1711.7884895140305
76,3213.5800915379077
77,6212.568955021445
78,8562.091077532154
79,5277983.153382008
80,5277601.141093902
81,2896.8158929040655
82,1326.9241479639895
83,692.485552791506
84,526.7266742652282
85,1108.0160147077404
86,3695.666592538357
87,11404.484123249073
88,30364.188118305057
89,5274067.056450339
90,10543629.991430983
91,5276314.262128761
92,5275944.600795055
93,5273484.4797487
94,5269212.602857385
95,5263144.493926497
96,5255078.024318259
97,5246238.893464642
98,5247516.744433476
99,10652555.42750642
