0.0,0.0
-1.0466477784911448e-05,-3.4800234471274697e-06
-3.062357925576236e-05,-2.4803801120471118e-05
-5.108832142069168e-05,-6.624376546663784e-05
-7.110456482053488e-05,-0.00012788807686756835
-9.059066472308975e-05,-0.00020928178316063556
-0.00010953643128499357,-0.00030989141555440964
-0.00012794095815346867,-0.0004291762498150488
-0.00014580415441103265,-0.0005665949874138589
-0.00016312598244202256,-0.0007216062756661466
-0.00017990640535482124,-0.0008936687270720098
-0.00019614538618025523,-0.0010822409174824276
-0.00021184288837953612,-0.001286781385965453
-0.00022699887599897077,-0.001506748635285215
-0.0002416133137404173,-0.0017416011325221317
-0.00025568616701891284,-0.0019907973097588122
-0.0002692174020177495,-0.002253795564822288
-0.0002822069857420033,-0.002530054262080565
-0.00029465488607052255,-0.0028190317332919958
-0.00030656107180629703,-0.0031201862785058946
-0.00031792551272514423,-0.0034329761670127594
-0.0003287481796226642,-0.003756859638342335
-0.00033902904435938625,-0.004091294903307833
-0.00034876807990408607,-0.004435740145094355
-0.00035796526037524645,-0.004789653520389784
-0.00036662056108058126,-0.005152493160556214
-0.0003747339585546383,-0.00552371717283991
-0.000382305430594449,-0.005902783641617983
-0.0003893349562931677,-0.0062891506296796915
-0.0003958225160717358,-0.0066822761795403696
-0.00040176809170851333,-0.007081618314785952
-0.00040717166636642906,-0.007486635041445512
-0.0004120332246156127,-0.0078967843493855
-0.00041635275244172567,-0.008311524213699552
-0.0004201302372102366,-0.008730312595964199
-0.0004233656676621654,-0.009152607444791943
-0.00042605903531799924,-0.009577866694030553
-0.00042821035382518285,-0.010005548251382331
-0.0004298194770242741,-0.010435109999702125
-0.000430887669083302,-0.010866006363152205
-0.00043128809666008764,-0.011297704052512111
-0.00043193636627281,-0.01151296385158802
-1.0291114449501038e-19,-7.566995918750763e-22
-6.9309997137626536e-06,-1.278765698455208e-06
-2.2778111502866915e-05,-2.2627626139702487e-05
-3.820278695153899e-05,-6.407513635472552e-05
-5.3224812607706185e-05,-0.0001257718750250946
-6.784024738584274e-05,-0.00020722292831567996
-8.204962295148895e-05,-0.000307890502155339
-9.58530116690257e-05,-0.0004272333312951151
-0.00010925040117732759,-0.0005647100706666397
-0.00012224176498213307,-0.0007197793646908674
-0.00013482707512486644,-0.0008918998258331456
-0.00014700630381536055,-0.00108053002992542
