"D:0","D:1","D:2","DD:0","DD:1","DD:2","U:0","U:1","U:2","epsilon:0","epsilon:1","epsilon:2","epsilon:3","epsilon:4","epsilon:5","epsilonEq","pointD:0","pointD:1","pointD:2","pointDD:0","pointDD:1","pointDD:2","sigma:0","sigma:1","sigma:2","sigma:3","sigma:4","sigma:5","sigmaEq","sigmaHyd","vtkValidPointMask","arc_length","Points:0","Points:1","Points:2"
7.9559e-16,-6.1521e-16,-4.5515e-33,7.9286e-24,-4.6411e-24,0,0,0,0,2.1229e-12,-7.1629e-13,0,-5.1373e-13,-3.863e-31,-2.0202e-29,1.8515e-12,8.1665e-16,-3.0131e-16,-9.103e-33,4.8589e-24,-9.2821e-24,0,4.9574,0.52831,1.6457,-0.80143,-6.0259e-19,-3.1515e-17,4.3325,2.2726,1,0,0,0.009375,1.1097e-05
8.1566e-16,-6.3706e-16,-4.5719e-33,8.2089e-24,-4.6878e-24,0,0,0,0,2.1209e-12,-7.1648e-13,0,-5.1182e-13,-3.8795e-31,-2.0182e-29,1.8498e-12,8.3655e-16,-3.2568e-16,-9.087e-33,5.1638e-24,-9.2917e-24,0,4.9518,0.52547,1.6432,-0.79845,-6.0517e-19,-3.1483e-17,4.3286,2.2706,1,1e-05,1e-05,0.009375,1.1097e-05
8.3573e-16,-6.5892e-16,-4.5924e-33,8.4893e-24,-4.7346e-24,0,0,0,0,2.1189e-12,-7.1667e-13,0,-5.0991e-13,-3.8959e-31,-2.0162e-29,1.8482e-12,8.5645e-16,-3.5004e-16,-9.071e-33,5.4687e-24,-9.3014e-24,0,4.9462,0.52262,1.6406,-0.79546,-6.0774e-19,-3.1452e-17,4.3248,2.2687,1,2e-05,2e-05,0.009375,1.1097e-05
8.5581e-16,-6.8077e-16,-4.6128e-33,8.7696e-24,-4.7813e-24,0,0,0,0,2.1169e-12,-7.1687e-13,0,-5.08e-13,-3.9124e-31,-2.0142e-29,1.8465e-12,8.7635e-16,-3.7441e-16,-9.055e-33,5.7736e-24,-9.311e-24,0,4.9405,0.51978,1.6381,-0.79248,-6.1031e-19,-3.1421e-17,4.3209,2.2667,1,3e-05,3e-05,0.009375,1.1097e-05
8.7588e-16,-7.0263e-16,-4.6332e-33,9.05e-24,-4.8281e-24,0,0,0,0,2.115e-12,-7.1706e-13,0,-5.0609e-13,-3.9289e-31,-2.0122e-29,1.8449e-12,8.9626e-16,-3.9878e-16,-9.0391e-33,6.0785e-24,-9.3206e-24,0,4.9349,0.51693,1.6355,-0.7895,-6.1288e-19,-3.139e-17,4.317,2.2647,1,4e-05,4e-05,0.009375,1.1097e-05
8.9595e-16,-7.2448e-16,-4.6537e-33,9.3303e-24,-4.8748e-24,0,0,0,0,2.113e-12,-7.1725e-13,0,-5.0418e-13,-3.9454e-31,-2.0102e-29,1.8432e-12,9.1616e-16,-4.2314e-16,-9.0231e-33,6.3834e-24,-9.3302e-24,0,4.9293,0.51409,1.633,-0.78652,-6.1546e-19,-3.1359e-17,4.3132,2.2628,1,5e-05,5e-05,0.009375,1.1097e-05
9.1602e-16,-7.4634e-16,-4.6741e-33,9.6107e-24,-4.9216e-24,0,0,0,0,2.111e-12,-7.1745e-13,0,-5.0227e-13,-3.9619e-31,-2.0082e-29,1.8416e-12,9.3606e-16,-4.4751e-16,-9.0071e-33,6.6883e-24,-9.3399e-24,0,4.9236,0.51124,1.6305,-0.78354,-6.1803e-19,-3.1328e-17,4.3093,2.2608,1,6e-05,6e-05,0.009375,1.1097e-05
9.3609e-16,-7.6819e-16,-4.6946e-33,9.8911e-24,-4.9683e-24,0,0,0,0,2.109e-12,-7.1764e-13,0,-5.0036e-13,-3.9784e-31,-2.0062e-29,1.8399e-12,9.5596e-16,-4.7187e-16,-8.9912e-33,6.9932e-24,-9.3495e-24,0,4.918,0.5084,1.6279,-0.78056,-6.206e-19,-3.1297e-17,4.3054,2.2588,1,7e-05,7e-05,0.009375,1.1097e-05
9.5616e-16,-7.9005e-16,-4.715e-33,1.0171e-23,-5.0151e-24,0,0,0,0,2.107e-12,-7.1783e-13,0,-4.9845e-13,-3.9949e-31,-2.0043e-29,1.8383e-12,9.7586e-16,-4.9624e-16,-8.9752e-33,7.2981e-24,-9.3591e-24,0,4.9124,0.50555,1.6254,-0.77758,-6.2317e-19,-3.1266e-17,4.3015,2.2569,1,8e-05,8e-05,0.009375,1.1097e-05
9.7623e-16,-8.119e-16,-4.7355e-33,1.0452e-23,-5.0618e-24,0,0,0,0,2.1051e-12,-7.1803e-13,0,-4.9653e-13,-4.0114e-31,-2.0023e-29,1.8366e-12,9.9577e-16,-5.2061e-16,-8.9592e-33,7.6031e-24,-9.3687e-24,0,4.9067,0.50271,1.6228,-0.77459,-6.2574e-19,-3.1235e-17,4.2977,2.2549,1,9e-05,9e-05,0.009375,1.1097e-05
9.963e-16,-8.3376e-16,-4.7559e-33,1.0732e-23,-5.1086e-24,0,0,0,0,2.1031e-12,-7.1822e-13,0,-4.9462e-13,-4.0278e-31,-2.0003e-29,1.835e-12,1.0157e-15,-5.4497e-16,-8.9433e-33,7.908e-24,-9.3784e-24,0,4.9011,0.49986,1.6203,-0.77161,-6.2832e-19,-3.1204e-17,4.2938,2.2529,1,0.0001,0.0001,0.009375,1.1097e-05
1.0164e-15,-8.5561e-16,-4.7763e-33,1.1012e-23,-5.1553e-24,0,0,0,0,2.1011e-12,-7.1841e-13,0,-4.9271e-13,-4.0443e-31,-1.9983e-29,1.8333e-12,1.0356e-15,-5.6934e-16,-8.9273e-33,8.2129e-24,-9.388e-24,0,4.8955,0.49702,1.6177,-0.76863,-6.3089e-19,-3.1173e-17,4.2899,2.251,1,0.00011,0.00011,0.009375,1.1097e-05
1.0364e-15,-8.7747e-16,-4.7968e-33,1.1293e-23,-5.2021e-24,0,0,0,0,2.0991e-12,-7.1861e-13,0,-4.908e-13,-4.0608e-31,-1.9963e-29,1.8317e-12,1.0555e-15,-5.9371e-16,-8.9113e-33,8.5178e-24,-9.3976e-24,0,4.8898,0.49417,1.6152,-0.76565,-6.3346e-19,-3.1142e-17,4.2861,2.249,1,0.00012,0.00012,0.009375,1.1097e-05
1.0565e-15,-8.9932e-16,-4.8172e-33,1.1573e-23,-5.2488e-24,0,0,0,0,2.0971e-12,-7.188e-13,0,-4.8889e-13,-4.0773e-31,-1.9943e-29,1.83e-12,1.0754e-15,-6.1807e-16,-8.8953e-33,8.8227e-24,-9.4072e-24,0,4.8842,0.49133,1.6127,-0.76267,-6.3603e-19,-3.1111e-17,4.2822,2.247,1,0.00013,0.00013,0.009375,1.1097e-05
1.0766e-15,-9.2118e-16,-4.8377e-33,1.1854e-23,-5.2956e-24,0,0,0,0,2.0952e-12,-7.1899e-13,0,-4.8698e-13,-4.0938e-31,-1.9923e-29,1.8283e-12,1.0953e-15,-6.4244e-16,-8.8794e-33,9.1276e-24,-9.4169e-24,0,4.8786,0.48848,1.6101,-0.75969,-6.3861e-19,-3.108e-17,4.2783,2.2451,1,0.00014,0.00014,0.009375,1.1097e-05
1.0967e-15,-9.4303e-16,-4.8581e-33,1.2134e-23,-5.3424e-24,0,0,0,0,2.0932e-12,-7.1919e-13,0,-4.8507e-13,-4.1103e-31,-1.9903e-29,1.8267e-12,1.1152e-15,-6.668e-16,-8.8634e-33,9.4325e-24,-9.4265e-24,0,4.8729,0.48564,1.6076,-0.7567,-6.4118e-19,-3.1049e-17,4.2745,2.2431,1,0.00015,0.00015,0.009375,1.1097e-05
1.1167e-15,-9.6489e-16,-4.8786e-33,1.2414e-23,-5.3891e-24,0,0,0,0,2.0912e-12,-7.1938e-13,0,-4.8316e-13,-4.1268e-31,-1.9883e-29,1.825e-12,1.1351e-15,-6.9117e-16,-8.8474e-33,9.7374e-24,-9.4361e-24,0,4.8673,0.48279,1.605,-0.75372,-6.4375e-19,-3.1018e-17,4.2706,2.2411,1,0.00016,0.00016,0.009375,1.1097e-05
1.1368e-15,-9.8674e-16,-4.899e-33,1.2695e-23,-5.4359e-24,0,0,0,0,2.0892e-12,-7.1957e-13,0,-4.8124e-13,-4.1433e-31,-1.9864e-29,1.8234e-12,1.155e-15,-7.1554e-16,-8.8315e-33,1.0042e-23,-9.4457e-24,0,4.8617,0.47995,1.6025,-0.75074,-6.4632e-19,-3.0987e-17,4.2667,2.2392,1,0.00017,0.00017,0.009375,1.1097e-05
1.1569e-15,-1.0086e-15,-4.9194e-33,1.2975e-23,-5.4826e-24,0,0,0,0,2.0872e-12,-7.1977e-13,0,-4.7933e-13,-4.1597e-31,-1.9844e-29,1.8217e-12,1.1749e-15,-7.399e-16,-8.8155e-33,1.0347e-23,-9.4554e-24,0,4.856,0.4771,1.5999,-0.74776,-6.4889e-19,-3.0956e-17,4.2628,2.2372,1,0.00018,0.00018,0.009375,1.1097e-05
1.1769e-15,-1.0305e-15,-4.9399e-33,1.3255e-23,-5.5294e-24,0,0,0,0,2.0853e-12,-7.1996e-13,0,-4.7742e-13,-4.1762e-31,-1.9824e-29,1.8201e-12,1.1948e-15,-7.6427e-16,-8.7995e-33,1.0652e-23,-9.465e-24,0,4.8504,0.47426,1.5974,-0.74478,-6.5147e-19,-3.0925e-17,4.259,2.2352,1,0.00019,0.00019,0.009375,1.1097e-05
1.197e-15,-1.0523e-15,-4.9603e-33,1.3536e-23,-5.5761e-24,0,0,0,0,2.0833e-12,-7.2015e-13,0,-4.7551e-13,-4.1927e-31,-1.9804e-29,1.8184e-12,1.2147e-15,-7.8863e-16,-8.7836e-33,1.0957e-23,-9.4746e-24,0,4.8448,0.47141,1.5949,-0.7418,-6.5404e-19,-3.0894e-17,4.2551,2.2333,1,0.0002,0.0002,0.009375,1.1097e-05
1.2171e-15,-1.0742e-15,-4.9808e-33,1.3816e-23,-5.6229e-24,0,0,0,0,2.0813e-12,-7.2035e-13,0,-4.736e-13,-4.2092e-31,-1.9784e-29,1.8168e-12,1.2346e-15,-8.13e-16,-8.7676e-33,1.1262e-23,-9.4842e-24,0,4.8391,0.46857,1.5923,-0.73882,-6.5661e-19,-3.0863e-17,4.2512,2.2313,1,0.00021,0.00021,0.009375,1.1097e-05
1.2371e-15,-1.096e-15,-5.0012e-33,1.4096e-23,-5.6696e-24,0,0,0,0,2.0793e-12,-7.2054e-13,0,-4.7169e-13,-4.2257e-31,-1.9764e-29,1.8151e-12,1.2545e-15,-8.3737e-16,-8.7516e-33,1.1567e-23,-9.4939e-24,0,4.8335,0.46572,1.5898,-0.73583,-6.5918e-19,-3.0832e-17,4.2474,2.2293,1,0.00022,0.00022,0.009375,1.1097e-05
1.2572e-15,-1.1179e-15,-5.0216e-33,1.4377e-23,-5.7164e-24,0,0,0,0,2.0773e-12,-7.2074e-13,0,-4.6978e-13,-4.2422e-31,-1.9744e-29,1.8135e-12,1.2744e-15,-8.6173e-16,-8.7356e-33,1.1872e-23,-9.5035e-24,0,4.8279,0.46288,1.5872,-0.73285,-6.6176e-19,-3.0801e-17,4.2435,2.2274,1,0.00023,0.00023,0.009375,1.1097e-05
1.2773e-15,-1.1397e-15,-5.0421e-33,1.4657e-23,-5.7631e-24,0,0,0,0,2.0754e-12,-7.2093e-13,0,-4.6787e-13,-4.2587e-31,-1.9724e-29,1.8118e-12,1.2943e-15,-8.861e-16,-8.7197e-33,1.2177e-23,-9.5131e-24,0,4.8222,0.46003,1.5847,-0.72987,-6.6433e-19,-3.077e-17,4.2396,2.2254,1,0.00024,0.00024,0.009375,1.1097e-05
1.2974e-15,-1.1616e-15,-5.0625e-33,1.4937e-23,-5.8099e-24,0,0,0,0,2.0734e-12,-7.2112e-13,0,-4.6595e-13,-4.2752e-31,-1.9705e-29,1.8101e-12,1.3142e-15,-9.1047e-16,-8.7037e-33,1.2482e-23,-9.5227e-24,0,4.8166,0.45719,1.5821,-0.72689,-6.669e-19,-3.0739e-17,4.2357,2.2234,1,0.00025,0.00025,0.009375,1.1097e-05
1.3174e-15,-1.1834e-15,-5.083e-33,1.5218e-23,-5.8566e-24,0,0,0,0,2.0714e-12,-7.2132e-13,0,-4.6404e-13,-4.2916e-31,-1.9685e-29,1.8085e-12,1.3341e-15,-9.3483e-16,-8.6877e-33,1.2787e-23,-9.5324e-24,0,4.811,0.45434,1.5796,-0.72391,-6.6947e-19,-3.0708e-17,4.2319,2.2215,1,0.00026,0.00026,0.009375,1.1097e-05
1.3375e-15,-1.2053e-15,-5.1034e-33,1.5498e-23,-5.9034e-24,0,0,0,0,2.0694e-12,-7.2151e-13,0,-4.6213e-13,-4.3081e-31,-1.9665e-29,1.8068e-12,1.354e-15,-9.592e-16,-8.6718e-33,1.3091e-23,-9.542e-24,0,4.8053,0.4515,1.5771,-0.72093,-6.7204e-19,-3.0677e-17,4.228,2.2195,1,0.00027,0.00027,0.009375,1.1097e-05
