"D:0","D:1","D:2","DD:0","DD:1","DD:2","U:0","U:1","U:2","epsilon:0","epsilon:1","epsilon:2","epsilon:3","epsilon:4","epsilon:5","epsilonEq","pointD:0","pointD:1","pointD:2","pointDD:0","pointDD:1","pointDD:2","sigma:0","sigma:1","sigma:2","sigma:3","sigma:4","sigma:5","sigmaEq","sigmaHyd","vtkValidPointMask","arc_length","Points:0","Points:1","Points:2"
0,0,0,0,0,0,0,0,0,1.8816e-12,-5.6666e-13,0,-6.8546e-13,-4.4138e-30,-9.949e-30,1.6947e-12,3.2829e-32,-2.1886e-32,0,-8.7665e-32,0,0,4.4738,0.65451,1.5385,-1.0693,-6.8854e-18,-1.552e-17,3.9655,2.0404,1,0,0,0.00875,1.1097e-05
1.774e-17,-2.2972e-17,0,2.9979e-25,0,0,0,0,0,1.88e-12,-5.6686e-13,0,-6.8438e-13,-4.3879e-30,-9.9498e-30,1.6934e-12,1.774e-17,-2.2972e-17,0,2.9979e-25,0,0,4.4691,0.65203,1.5363,-1.0676,-6.8452e-18,-1.5522e-17,3.9625,2.0387,1,1e-05,1e-05,0.00875,1.1097e-05
3.548e-17,-4.5944e-17,0,5.9958e-25,0,0,0,0,0,1.8783e-12,-5.6705e-13,0,-6.8329e-13,-4.3621e-30,-9.9506e-30,1.6921e-12,3.548e-17,-4.5944e-17,0,5.9958e-25,0,0,4.4643,0.64956,1.5342,-1.0659,-6.8049e-18,-1.5523e-17,3.9594,2.037,1,2e-05,2e-05,0.00875,1.1097e-05
5.322e-17,-6.8917e-17,-0,8.9937e-25,-1.3271e-38,0,0,0,0,1.8767e-12,-5.6725e-13,0,-6.822e-13,-4.3363e-30,-9.9514e-30,1.6908e-12,5.322e-17,-6.8916e-17,-0,8.9937e-25,-2.5843e-38,0,4.4596,0.64709,1.532,-1.0642,-6.7646e-18,-1.5524e-17,3.9564,2.0354,1,3e-05,3e-05,0.00875,1.1097e-05
7.096e-17,-9.1889e-17,0,1.1992e-24,0,0,0,0,0,1.875e-12,-5.6745e-13,0,-6.8112e-13,-4.3104e-30,-9.9522e-30,1.6895e-12,7.096e-17,-9.1889e-17,0,1.1992e-24,0,0,4.4548,0.64461,1.5298,-1.0625,-6.7243e-18,-1.5526e-17,3.9533,2.0337,1,4e-05,4e-05,0.00875,1.1097e-05
8.87e-17,-1.1486e-16,0,1.499e-24,0,0,0,0,0,1.8733e-12,-5.6764e-13,0,-6.8003e-13,-4.2846e-30,-9.9531e-30,1.6882e-12,8.87e-17,-1.1486e-16,0,1.499e-24,0,0,4.4501,0.64214,1.5277,-1.0609,-6.684e-18,-1.5527e-17,3.9503,2.032,1,5e-05,5e-05,0.00875,1.1097e-05
1.0644e-16,-1.3783e-16,0,1.7987e-24,0,0,0,0,0,1.8717e-12,-5.6784e-13,0,-6.7895e-13,-4.2588e-30,-9.9539e-30,1.6869e-12,1.0644e-16,-1.3783e-16,0,1.7987e-24,0,0,4.4453,0.63967,1.5255,-1.0592,-6.6437e-18,-1.5528e-17,3.9473,2.0303,1,6e-05,6e-05,0.00875,1.1097e-05
1.2418e-16,-1.6081e-16,0,2.0985e-24,0,0,0,0,0,1.87e-12,-5.6804e-13,0,-6.7786e-13,-4.233e-30,-9.9547e-30,1.6856e-12,1.2418e-16,-1.6081e-16,0,2.0985e-24,0,0,4.4406,0.63719,1.5233,-1.0575,-6.6034e-18,-1.5529e-17,3.9442,2.0287,1,7e-05,7e-05,0.00875,1.1097e-05
1.4192e-16,-1.8378e-16,-0,2.3983e-24,-1.392e-38,0,0,0,0,1.8684e-12,-5.6823e-13,0,-6.7677e-13,-4.2071e-30,-9.9555e-30,1.6843e-12,1.4192e-16,-1.8378e-16,-0,2.3983e-24,-2.5977e-38,0,4.4358,0.63472,1.5212,-1.0558,-6.5631e-18,-1.5531e-17,3.9412,2.027,1,8e-05,8e-05,0.00875,1.1097e-05
1.5966e-16,-2.0675e-16,0,2.6981e-24,0,0,0,0,0,1.8667e-12,-5.6843e-13,0,-6.7569e-13,-4.1813e-30,-9.9563e-30,1.683e-12,1.5966e-16,-2.0675e-16,0,2.6981e-24,0,0,4.4311,0.63225,1.519,-1.0541,-6.5228e-18,-1.5532e-17,3.9381,2.0253,1,9e-05,9e-05,0.00875,1.1097e-05
