"D:0","D:1","D:2","DD:0","DD:1","DD:2","U:0","U:1","U:2","epsilon:0","epsilon:1","epsilon:2","epsilon:3","epsilon:4","epsilon:5","epsilonEq","pointD:0","pointD:1","pointD:2","pointDD:0","pointDD:1","pointDD:2","sigma:0","sigma:1","sigma:2","sigma:3","sigma:4","sigma:5","sigmaEq","sigmaHyd","vtkValidPointMask","arc_length","Points:0","Points:1","Points:2"
-1.3174e-15,-1.1834e-15,-1.2113e-32,-1.601e-23,-6.2076e-24,0,0,0,0,-2.0714e-12,7.2132e-13,0,-4.6404e-13,-1.9582e-29,-8.8257e-30,1.8085e-12,-1.3341e-15,-9.3483e-16,-2.3465e-32,-1.3511e-23,-1.0127e-23,0,-4.811,-0.45434,-1.5796,-0.72391,-3.0548e-17,-1.3768e-17,4.2319,-2.2215,1,0.00026,0.00026,0.000625,0
-1.3375e-15,-1.2053e-15,-1.2028e-32,-1.6305e-23,-6.256e-24,0,0,0,0,-2.0694e-12,7.2151e-13,0,-4.6213e-13,-1.943e-29,-8.6075e-30,1.8068e-12,-1.354e-15,-9.592e-16,-2.3264e-32,-1.3831e-23,-1.0136e-23,0,-4.8053,-0.4515,-1.5771,-0.72093,-3.031e-17,-1.3428e-17,4.228,-2.2195,1,0.00027,0.00027,0.000625,0
-1.3576e-15,-1.2271e-15,-1.1942e-32,-1.66e-23,-6.3043e-24,0,0,0,0,-2.0674e-12,7.217e-13,0,-4.6022e-13,-1.9277e-29,-8.3894e-30,1.8052e-12,-1.3739e-15,-9.8356e-16,-2.3064e-32,-1.4152e-23,-1.0145e-23,0,-4.7997,-0.44865,-1.5745,-0.71795,-3.0072e-17,-1.3087e-17,4.2241,-2.2175,1,0.00028,0.00028,0.000625,0
-1.3776e-15,-1.249e-15,-1.1857e-32,-1.6895e-23,-6.3527e-24,0,0,0,0,-2.0655e-12,7.219e-13,0,-4.5831e-13,-1.9125e-29,-8.1713e-30,1.8035e-12,-1.3938e-15,-1.0079e-15,-2.2864e-32,-1.4472e-23,-1.0154e-23,0,-4.7941,-0.44581,-1.572,-0.71496,-2.9834e-17,-1.2747e-17,4.2203,-2.2156,1,0.00029,0.00029,0.000625,0
-1.3977e-15,-1.2709e-15,-1.1771e-32,-1.719e-23,-6.4011e-24,0,0,0,0,-2.0635e-12,7.2209e-13,0,-4.564e-13,-1.8972e-29,-7.9531e-30,1.8019e-12,-1.4137e-15,-1.0323e-15,-2.2664e-32,-1.4792e-23,-1.0163e-23,0,-4.7884,-0.44296,-1.5694,-0.71198,-2.9596e-17,-1.2407e-17,4.2164,-2.2136,1,0.0003,0.0003,0.000625,0
-1.4178e-15,-1.2927e-15,-1.1686e-32,-1.7485e-23,-6.4495e-24,0,0,0,0,-2.0615e-12,7.2228e-13,0,-4.5449e-13,-1.8819e-29,-7.735e-30,1.8002e-12,-1.4336e-15,-1.0567e-15,-2.2464e-32,-1.5112e-23,-1.0171e-23,0,-4.7828,-0.44012,-1.5669,-0.709,-2.9358e-17,-1.2067e-17,4.2125,-2.2116,1,0.00031,0.00031,0.000625,0
-1.4379e-15,-1.3146e-15,-1.1601e-32,-1.778e-23,-6.4979e-24,0,0,0,0,-2.0595e-12,7.2248e-13,0,-4.5258e-13,-1.8667e-29,-7.5169e-30,1.7986e-12,-1.4535e-15,-1.081e-15,-2.2264e-32,-1.5432e-23,-1.018e-23,0,-4.7772,-0.43727,-1.5643,-0.70602,-2.912e-17,-1.1726e-17,4.2086,-2.2097,1,0.00032,0.00032,0.000625,0
-1.4579e-15,-1.3364e-15,-1.1515e-32,-1.8075e-23,-6.5463e-24,0,0,0,0,-2.0575e-12,7.2267e-13,0,-4.5066e-13,-1.8514e-29,-7.2987e-30,1.7969e-12,-1.4734e-15,-1.1054e-15,-2.2064e-32,-1.5753e-23,-1.0189e-23,0,-4.7715,-0.43443,-1.5618,-0.70304,-2.8882e-17,-1.1386e-17,4.2048,-2.2077,1,0.00033,0.00033,0.000625,0
-1.478e-15,-1.3583e-15,-1.143e-32,-1.837e-23,-6.5947e-24,0,0,0,0,-2.0556e-12,7.2286e-13,0,-4.4875e-13,-1.8362e-29,-7.0806e-30,1.7953e-12,-1.4933e-15,-1.1298e-15,-2.1864e-32,-1.6073e-23,-1.0198e-23,0,-4.7659,-0.43158,-1.5592,-0.70006,-2.8644e-17,-1.1046e-17,4.2009,-2.2057,1,0.00034,0.00034,0.000625,0
-1.4981e-15,-1.3801e-15,-1.1345e-32,-1.8665e-23,-6.6431e-24,0,0,0,0,-2.0536e-12,7.2306e-13,0,-4.4684e-13,-1.8209e-29,-6.8625e-30,1.7936e-12,-1.5132e-15,-1.1541e-15,-2.1664e-32,-1.6393e-23,-1.0207e-23,0,-4.7603,-0.42874,-1.5567,-0.69708,-2.8406e-17,-1.0705e-17,4.197,-2.2038,1,0.00035,0.00035,0.000625,0
-1.5181e-15,-1.402e-15,-1.1259e-32,-1.896e-23,-6.6915e-24,0,0,0,0,-2.0516e-12,7.2325e-13,0,-4.4493e-13,-1.8057e-29,-6.6443e-30,1.792e-12,-1.5331e-15,-1.1785e-15,-2.1464e-32,-1.6713e-23,-1.0215e-23,0,-4.7546,-0.42589,-1.5542,-0.69409,-2.8169e-17,-1.0365e-17,4.1932,-2.2018,1,0.00036,0.00036,0.000625,0
-1.5382e-15,-1.4238e-15,-1.1174e-32,-1.9255e-23,-6.7399e-24,0,0,0,0,-2.0496e-12,7.2344e-13,0,-4.4302e-13,-1.7904e-29,-6.4262e-30,1.7903e-12,-1.553e-15,-1.2029e-15,-2.1264e-32,-1.7033e-23,-1.0224e-23,0,-4.749,-0.42305,-1.5516,-0.69111,-2.7931e-17,-1.0025e-17,4.1893,-2.1998,1,0.00037,0.00037,0.000625,0
-1.5583e-15,-1.4457e-15,-1.1088e-32,-1.955e-23,-6.7883e-24,0,0,0,0,-2.0476e-12,7.2364e-13,0,-4.4111e-13,-1.7752e-29,-6.208e-30,1.7886e-12,-1.5729e-15,-1.2272e-15,-2.1064e-32,-1.7354e-23,-1.0233e-23,0,-4.7434,-0.4202,-1.5491,-0.68813,-2.7693e-17,-9.6845e-18,4.1854,-2.1979,1,0.00038,0.00038,0.000625,0
-1.5784e-15,-1.4676e-15,-1.1003e-32,-1.9845e-23,-6.8367e-24,0,0,0,0,-2.0457e-12,7.2383e-13,0,-4.392e-13,-1.7599e-29,-5.9899e-30,1.787e-12,-1.5928e-15,-1.2516e-15,-2.0864e-32,-1.7674e-23,-1.0242e-23,0,-4.7377,-0.41736,-1.5465,-0.68515,-2.7455e-17,-9.3442e-18,4.1816,-2.1959,1,0.00039,0.00039,0.000625,0
-1.5984e-15,-1.4894e-15,-1.0918e-32,-2.014e-23,-6.8851e-24,0,0,0,0,-2.0437e-12,7.2402e-13,0,-4.3729e-13,-1.7447e-29,-5.7718e-30,1.7853e-12,-1.6127e-15,-1.276e-15,-2.0664e-32,-1.7994e-23,-1.0251e-23,0,-4.7321,-0.41451,-1.544,-0.68217,-2.7217e-17,-9.0039e-18,4.1777,-2.1939,1,0.0004,0.0004,0.000625,0
-1.6185e-15,-1.5113e-15,-1.0832e-32,-2.0435e-23,-6.9335e-24,0,0,0,0,-2.0417e-12,7.2422e-13,0,-4.3538e-13,-1.7294e-29,-5.5536e-30,1.7837e-12,-1.6326e-15,-1.3003e-15,-2.0464e-32,-1.8314e-23,-1.0259e-23,0,-4.7265,-0.41167,-1.5414,-0.67919,-2.6979e-17,-8.6636e-18,4.1738,-2.192,1,0.00041,0.00041,0.000625,0
-1.6386e-15,-1.5331e-15,-1.0747e-32,-2.0729e-23,-6.9819e-24,0,0,0,0,-2.0397e-12,7.2441e-13,0,-4.3346e-13,-1.7141e-29,-5.3355e-30,1.782e-12,-1.6525e-15,-1.3247e-15,-2.0264e-32,-1.8634e-23,-1.0268e-23,0,-4.7208,-0.40882,-1.5389,-0.6762,-2.6741e-17,-8.3233e-18,4.1699,-2.19,1,0.00042,0.00042,0.000625,0
-1.6586e-15,-1.555e-15,-1.0662e-32,-2.1024e-23,-7.0303e-24,0,0,0,0,-2.0377e-12,7.246e-13,0,-4.3155e-13,-1.6989e-29,-5.1174e-30,1.7804e-12,-1.6724e-15,-1.3491e-15,-2.0064e-32,-1.8955e-23,-1.0277e-23,0,-4.7152,-0.40598,-1.5364,-0.67322,-2.6503e-17,-7.983e-18,4.1661,-2.188,1,0.00043,0.00043,0.000625,0
-1.6787e-15,-1.5768e-15,-1.0576e-32,-2.1319e-23,-7.0787e-24,0,0,0,0,-2.0357e-12,7.248e-13,0,-4.2964e-13,-1.6836e-29,-4.8992e-30,1.7787e-12,-1.6923e-15,-1.3734e-15,-1.9864e-32,-1.9275e-23,-1.0286e-23,0,-4.7096,-0.40313,-1.5338,-0.67024,-2.6265e-17,-7.6427e-18,4.1622,-2.1861,1,0.00044,0.00044,0.000625,0
-1.6988e-15,-1.5987e-15,-1.0491e-32,-2.1614e-23,-7.1271e-24,0,0,0,0,-2.0338e-12,7.2499e-13,0,-4.2773e-13,-1.6684e-29,-4.6811e-30,1.7771e-12,-1.7123e-15,-1.3978e-15,-1.9664e-32,-1.9595e-23,-1.0295e-23,0,-4.7039,-0.40029,-1.5313,-0.66726,-2.6027e-17,-7.3025e-18,4.1583,-2.1841,1,0.00045,0.00045,0.000625,0
-1.7188e-15,-1.6205e-15,-1.0405e-32,-2.1909e-23,-7.1755e-24,0,0,0,0,-2.0318e-12,7.2518e-13,0,-4.2582e-13,-1.6531e-29,-4.463e-30,1.7754e-12,-1.7322e-15,-1.4222e-15,-1.9464e-32,-1.9915e-23,-1.0303e-23,0,-4.6983,-0.39744,-1.5287,-0.66428,-2.5789e-17,-6.9622e-18,4.1545,-2.1821,1,0.00046,0.00046,0.000625,0
-1.7389e-15,-1.6424e-15,-1.032e-32,-2.2204e-23,-7.2239e-24,0,0,0,0,-2.0298e-12,7.2538e-13,0,-4.2391e-13,-1.6379e-29,-4.2448e-30,1.7738e-12,-1.7521e-15,-1.4465e-15,-1.9264e-32,-2.0235e-23,-1.0312e-23,0,-4.6927,-0.3946,-1.5262,-0.6613,-2.5551e-17,-6.6219e-18,4.1506,-2.1802,1,0.00047,0.00047,0.000625,0
-1.759e-15,-1.6642e-15,-1.0235e-32,-2.2499e-23,-7.2723e-24,0,0,0,0,-2.0278e-12,7.2557e-13,0,-4.22e-13,-1.6226e-29,-4.0267e-30,1.7721e-12,-1.772e-15,-1.4709e-15,-1.9064e-32,-2.0556e-23,-1.0321e-23,0,-4.687,-0.39175,-1.5236,-0.65832,-2.5313e-17,-6.2816e-18,4.1467,-2.1782,1,0.00048,0.00048,0.000625,0
-1.7791e-15,-1.6861e-15,-1.0149e-32,-2.2794e-23,-7.3207e-24,0,0,0,0,-2.0258e-12,7.2576e-13,0,-4.2009e-13,-1.6074e-29,-3.8086e-30,1.7704e-12,-1.7919e-15,-1.4953e-15,-1.8864e-32,-2.0876e-23,-1.033e-23,0,-4.6814,-0.38891,-1.5211,-0.65533,-2.5075e-17,-5.9413e-18,4.1428,-2.1762,1,0.00049,0.00049,0.000625,0
-1.7991e-15,-1.708e-15,-1.0064e-32,-2.3089e-23,-7.3691e-24,0,0,0,0,-2.0239e-12,7.2596e-13,0,-4.1817e-13,-1.5921e-29,-3.5904e-30,1.7688e-12,-1.8118e-15,-1.5196e-15,-1.8664e-32,-2.1196e-23,-1.0339e-23,0,-4.6758,-0.38606,-1.5186,-0.65235,-2.4837e-17,-5.601e-18,4.139,-2.1743,1,0.0005,0.0005,0.000625,0
-1.8192e-15,-1.7298e-15,-9.9786e-33,-2.3384e-23,-7.4175e-24,0,0,0,0,-2.0219e-12,7.2615e-13,0,-4.1626e-13,-1.5768e-29,-3.3723e-30,1.7671e-12,-1.8317e-15,-1.544e-15,-1.8464e-32,-2.1516e-23,-1.0347e-23,0,-4.6702,-0.38322,-1.516,-0.64937,-2.4599e-17,-5.2607e-18,4.1351,-2.1723,1,0.00051,0.00051,0.000625,0
-1.8393e-15,-1.7517e-15,-9.8932e-33,-2.3679e-23,-7.4659e-24,0,0,0,0,-2.0199e-12,7.2634e-13,0,-4.1435e-13,-1.5616e-29,-3.1541e-30,1.7655e-12,-1.8516e-15,-1.5684e-15,-1.8264e-32,-2.1836e-23,-1.0356e-23,0,-4.6645,-0.38037,-1.5135,-0.64639,-2.4361e-17,-4.9204e-18,4.1312,-2.1703,1,0.00052,0.00052,0.000625,0
-1.8593e-15,-1.7735e-15,-9.8078e-33,-2.3974e-23,-7.5143e-24,0,0,0,0,-2.0179e-12,7.2654e-13,0,-4.1244e-13,-1.5463e-29,-2.936e-30,1.7638e-12,-1.8715e-15,-1.5927e-15,-1.8063e-32,-2.2157e-23,-1.0365e-23,0,-4.6589,-0.37753,-1.5109,-0.64341,-2.4123e-17,-4.5801e-18,4.1274,-2.1684,1,0.00053,0.00053,0.000625,0
-1.8794e-15,-1.7954e-15,-9.7224e-33,-2.4269e-23,-7.5627e-24,0,0,0,0,-2.0159e-12,7.2673e-13,0,-4.1053e-13,-1.5311e-29,-2.7179e-30,1.7622e-12,-1.8914e-15,-1.6171e-15,-1.7863e-32,-2.2477e-23,-1.0374e-23,0,-4.6533,-0.37468,-1.5084,-0.64043,-2.3885e-17,-4.2398e-18,4.1235,-2.1664,1,0.00054,0.00054,0.000625,0
-1.8995e-15,-1.8172e-15,-9.6371e-33,-2.4564e-23,-7.6111e-24,0,0,0,0,-2.014e-12,7.2692e-13,0,-4.0862e-13,-1.5158e-29,-2.4997e-30,1.7605e-12,-1.9113e-15,-1.6415e-15,-1.7663e-32,-2.2797e-23,-1.0383e-23,0,-4.6476,-0.37184,-1.5058,-0.63744,-2.3647e-17,-3.8995e-18,4.1196,-2.1644,1,0.00055,0.00055,0.000625,0
-1.9196e-15,-1.8391e-15,-9.5517e-33,-2.4859e-23,-7.6594e-24,0,0,0,0,-2.012e-12,7.2712e-13,0,-4.0671e-13,-1.5006e-29,-2.2816e-30,1.7589e-12,-1.9312e-15,-1.6658e-15,-1.7463e-32,-2.3117e-23,-1.0391e-23,0,-4.642,-0.36899,-1.5033,-0.63446,-2.3409e-17,-3.5592e-18,4.1158,-2.1625,1,0.00056,0.00056,0.000625,0
-1.9396e-15,-1.8609e-15,-9.4663e-33,-2.5154e-23,-7.7078e-24,0,0,0,0,-2.01e-12,7.2731e-13,0,-4.048e-13,-1.4853e-29,-2.0635e-30,1.7572e-12,-1.9511e-15,-1.6902e-15,-1.7263e-32,-2.3438e-23,-1.04e-23,0,-4.6364,-0.36615,-1.5008,-0.63148,-2.3171e-17,-3.219e-18,4.1119,-2.1605,1,0.00057,0.00057,0.000625,0
-1.9597e-15,-1.8828e-15,-9.3809e-33,-2.5449e-23,-7.7562e-24,0,0,0,0,-2.008e-12,7.275e-13,0,-4.0288e-13,-1.4701e-29,-1.8453e-30,1.7556e-12,-1.971e-15,-1.7145e-15,-1.7063e-32,-2.3758e-23,-1.0409e-23,0,-4.6307,-0.3633,-1.4982,-0.6285,-2.2933e-17,-2.8787e-18,4.108,-2.1585,1,0.00058,0.00058,0.000625,0
-1.9798e-15,-1.9047e-15,-9.2956e-33,-2.5744e-23,-7.8046e-24,0,0,0,0,-2.006e-12,7.277e-13,0,-4.0097e-13,-1.4548e-29,-1.6272e-30,1.7539e-12,-1.9909e-15,-1.7389e-15,-1.6863e-32,-2.4078e-23,-1.0418e-23,0,-4.6251,-0.36046,-1.4957,-0.62552,-2.2695e-17,-2.5384e-18,4.1041,-2.1566,1,0.00059,0.00059,0.000625,0
